OID,Site,Data_Source,Selected_Iconic_Reef,LON_M,LAT_M,Id,Area,Perimeter,Capacity,IF_d7852,Aggregate_Reef,Artificial,Individual_or_Aggregated_Patch_Reef,Mangrove,Pavement,Reef_Rubble,Ridge,Scattered_Coral_Rock_in_Unconsolidated_Sediment,Seagrass_Continuous,Seagrass_Discontinuous,Unconsolidated_Sediment,Mean_Seagrass_Dist,Std_Seagrass_Dist,Mean_Mangrove_Dist,Std_Mangrove_Dist
-1,Looe,NOAA Cory Ames,Yes,158763.691499999724329,23562.138399999588728,21144,489900.000000000000000,14740.000000000000000,381110.961323976691347,6372906878508.644531250000000,70.169521270085212,0.000000000000000,0.000000000000000,0.000000000000000,6.767700514855044,22.172229146558458,0.000000000000000,0.000000000000000,0.610833424745901,0.080275484523290,0.199440650376742,339.937136158550913,239.363630299455252,8957.086918647300990,396.597583665423031
-1,New Found Harbor,NOAA Cory Ames,Yes,160213.931200000457466,31225.577400000765920,20483,486300.000000000000000,15440.000000000000000,352591.830337047751527,49865211798654.515625000000000,0.000000000000000,0.000000000000000,8.973575316050484,0.000000000000000,90.878270264186085,0.000000000000000,0.000000000000000,0.000000000000000,0.142730731625993,0.005425750652245,0.000000000000000,153.447419206374917,103.916112585367316,1072.404752705829196,250.199049633097417
-1,Sombrero,NOAA Cory Ames,Yes,188822.790199999697506,32400.122700000181794,20618,914900.000000000000000,21100.000000000000000,683362.588536739582196,42839357150839.562500000000000,81.884549600304695,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17.790572856186586,0.000000000000000,0.000000000000000,0.064199098375266,0.212026924835488,0.048648268327509,1043.588945377953223,380.723123759963414,7475.392393558529875,699.988167284729002
-1,Cheeca Rocks,NOAA Cory Ames,Yes,238841.830900000408292,63275.476299999281764,13196,14100.000000000000000,740.000000000000000,13277.412974834447596,1862007549444.424560546875000,0.000000000000000,0.000000000000000,88.037465823531306,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.962536387874751,0.000000000000000,0.000000000000000,14.092172987917637,10.100594887148429,6434.259543993794068,30.650979318961468
-1,Horseshoe,NOAA Cory Ames,Yes,271105.315299999900162,89440.865100000053644,9475,316500.000000000000000,21140.000000000000000,243126.290214061824372,14136469515970.082031250000000,0.000000000000000,0.000000000000000,27.422960564815224,0.000000000000000,72.262974229694692,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.080012130910627,0.234053061874615,1075.826455963279386,232.097131466712824,6582.997232455815720,238.931664694930760
-1,Turtle Rocks,NOAA Florida Keys National Marine Sanctuary Map Library,No,279746.024000000208616,104591.570100000128150,8137,606400.000000000000000,31480.000000000000000,476981.587630510504823,29327164108718.339843750000000,47.935612680394613,0.000000000000000,6.403923066886394,0.000000000000000,45.099603343525075,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.229274907321863,0.331590538581342,893.508182875399257,176.147561275769334,7675.777588152319368,443.449616674471883
-1,South of Key Colony Beach Marker 48,NOAA Florida Keys National Marine Sanctuary Map Library,No,197008.804999999701977,39486.534299999475479,18555,18600.000000000000000,700.000000000000000,17678.566914796836500,2179613835701.126953125000000,0.000000000000000,0.000000000000000,91.780188703670333,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.219811296197070,0.000000000000000,0.000000000000000,20.748078407779818,13.850938916569405,4283.312845209593434,50.842895946848458
-1,Coffins Patch Sanctuary Preservation Area,NOAA Florida Keys National Marine Sanctuary Map Library,No,203375.940700000151992,38957.126599999144673,18722,131700.000000000000000,3000.000000000000000,110352.956193685589824,6777046099586.831054687500000,98.905768088692142,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.386823724667196,0.646344214495984,0.061063635503035,170.806166442488745,74.148218771372854,6467.764207056461601,51.479032915408631
-1,Davis Reef Sanctuary Preservation Area,NOAA Florida Keys National Marine Sanctuary Map Library,No,250009.411399999633431,65376.984600000083447,12871,112400.000000000000000,5040.000000000000000,81243.079876899748342,5566092639354.036132812500000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,50.080161906940276,49.705906929396818,0.000000000000000,0.000000000000000,0.000000000000000,0.127969349423117,0.085961814193770,492.297375841921337,106.160292176088205,7693.123822738267336,75.472422709918547
-1,French Reef Sanctuary Preservation Area,NOAA Florida Keys National Marine Sanctuary Map Library,No,265640.932900000363588,77918.054800000041723,10702,857200.000000000000000,26940.000000000000000,670128.328162431949750,37010273684040.664062500000000,75.902491252053409,0.000000000000000,0.000000000000000,0.000000000000000,0.146274765638884,23.747534028634551,0.000000000000000,0.000000000000000,0.000000000000000,0.065623713395147,0.138077674602502,729.066629448506660,253.377796275942870,9539.404072528790493,331.495281536023242
